2026-01-21 05:13:51.891 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: buy_sell.json
2026-01-21 05:29:26.065 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: partnership.json
2026-01-21 05:29:26.065 | INFO     | agents.llm_contract_agent:__init__:63 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 05:29:26.068 | INFO     | __main__:<module>:289 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 05:29:33.856 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: buy_sell.json
2026-01-21 05:29:33.856 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: employment.json
2026-01-21 05:29:33.857 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: lease.json
2026-01-21 05:29:33.857 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: partnership.json
2026-01-21 05:29:33.857 | INFO     | agents.llm_contract_agent:__init__:63 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 05:29:33.860 | INFO     | __main__:<module>:289 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 05:29:47.933 | INFO     | __main__:chat:91 - Chat request - Session: web-session-1768944572523, Message: generate me partnership contract
2026-01-21 05:29:47.933 | INFO     | agents.llm_contract_agent:_detect_intent_c1:205 - Detecting intent for: 'generate me partnership contract'
2026-01-21 05:29:47.936 | INFO     | agents.llm_contract_agent:_detect_contract_type:321 -     Contract type: PARTNERSHIP (matched: \bpartnership\b)
2026-01-21 05:29:47.936 | INFO     | agents.llm_contract_agent:_detect_intent_c1:244 -   -> CREATE_CONTRACT detected (type: PARTNERSHIP)
2026-01-21 05:29:47.936 | INFO     | agents.llm_contract_agent:process_message:850 - Intent: CREATE_CONTRACT
2026-01-21 05:29:53.215 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {}
2026-01-21 05:31:37.780 | INFO     | __main__:chat:91 - Chat request - Session: web-session-1768944572523, Message: • Partner Names: Mark Joseph and Jaedan Bahala   • Business Name: Mark's Company Startup   • Busines
2026-01-21 05:31:41.813 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {'partner_names': ['Mark Joseph', 'Jaedan Bahala'], 'business_name': "Mark's Company Startup", 'capital_contribution': '50000', 'profit_sharing': '50/50', 'management': 'secret', 'principal_office': 'amihan office, ortigas Makati City', 'business_purpose': 'support   • capital contribution: php 50', 'partnership_type': 'idk man   • management: secret   • partnership duration: whatttt   • principal office: amihan office', 'partnership_duration': 'whatttt   • principal office: amihan office'}
2026-01-21 05:31:42.029 | INFO     | utils.docx_generator:generate:22 - Generated DOCX: C:\KontrataPH\backend\output\6881be7a.docx
2026-01-21 05:34:21.068 | INFO     | __main__:chat:91 - Chat request - Session: web-session-1768944572523, Message: ds
2026-01-21 05:34:21.068 | INFO     | agents.llm_contract_agent:_detect_intent_c1:205 - Detecting intent for: 'ds'
2026-01-21 05:34:21.071 | INFO     | agents.llm_contract_agent:_detect_contract_type:324 -     No contract type detected
2026-01-21 05:34:21.071 | INFO     | agents.llm_contract_agent:_detect_intent_c1:271 -   -> OUT_OF_SCOPE detected
2026-01-21 05:34:21.071 | INFO     | agents.llm_contract_agent:process_message:850 - Intent: OUT_OF_SCOPE
2026-01-21 05:44:03.934 | INFO     | __main__:chat:91 - Chat request - Session: web-session-1768945430019, Message: I need employment contract
2026-01-21 05:44:03.935 | INFO     | agents.llm_contract_agent:_detect_intent_c1:205 - Detecting intent for: 'I need employment contract'
2026-01-21 05:44:03.935 | INFO     | agents.llm_contract_agent:_detect_contract_type:321 -     Contract type: EMPLOYMENT (matched: \bemployment\b)
2026-01-21 05:44:03.936 | INFO     | agents.llm_contract_agent:_detect_intent_c1:244 -   -> CREATE_CONTRACT detected (type: EMPLOYMENT)
2026-01-21 05:44:03.936 | INFO     | agents.llm_contract_agent:process_message:850 - Intent: CREATE_CONTRACT
2026-01-21 05:44:12.562 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {}
2026-01-21 05:44:15.374 | INFO     | __main__:chat:91 - Chat request - Session: web-session-1768945430019, Message: Employee name: Mark Bahala, employer's name: jaedan neypes, salary: PHP 80,000, position: senior Dev
2026-01-21 05:44:19.711 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {'employer_name': 'jaedan neypes', 'employee_name': 'Mark Bahala', 'salary': '80000', 'employment_type': 'regular', 'start_date': 'January 20, 2026', 'place_of_work': ['Arthaland, Bonificio Global City'], 'working_hours': '4:00 PM - 10:00 PM', 'work_schedule': ['Monday', 'Tuesday', 'Friday'], 'position': 'senior developer'}
2026-01-21 05:44:19.804 | INFO     | utils.docx_generator:generate:22 - Generated DOCX: C:\KontrataPH\backend\output\157a77c3.docx
2026-01-21 05:45:17.609 | INFO     | utils.pdf_processor:extract_text:13 - Extracted 35449 characters from PDF
2026-01-21 05:45:17.620 | INFO     | agents.llm_contract_agent:_detect_contract_type:321 -     Contract type: EMPLOYMENT (matched: \bwork\b)
2026-01-21 05:53:46.170 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: buy_sell.json
2026-01-21 05:53:46.172 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: employment.json
2026-01-21 05:53:46.172 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: lease.json
2026-01-21 05:53:46.174 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: partnership.json
2026-01-21 05:53:46.174 | INFO     | agents.llm_contract_agent:__init__:63 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 05:53:46.181 | INFO     | __main__:<module>:316 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 05:54:00.425 | INFO     | __main__:chat:91 - Chat request - Session: web-session-1768946019064, Message: hi
2026-01-21 05:54:00.426 | INFO     | agents.llm_contract_agent:_detect_intent_c1:205 - Detecting intent for: 'hi'
2026-01-21 05:54:00.427 | INFO     | agents.llm_contract_agent:_detect_intent_c1:213 -   -> GREETING detected
2026-01-21 05:54:00.427 | INFO     | agents.llm_contract_agent:process_message:850 - Intent: GREETING
2026-01-21 05:54:09.239 | INFO     | __main__:chat:91 - Chat request - Session: web-session-1768946019064, Message: I need employment contract
2026-01-21 05:54:09.240 | INFO     | agents.llm_contract_agent:_detect_intent_c1:205 - Detecting intent for: 'I need employment contract'
2026-01-21 05:54:09.241 | INFO     | agents.llm_contract_agent:_detect_contract_type:321 -     Contract type: EMPLOYMENT (matched: \bemployment\b)
2026-01-21 05:54:09.241 | INFO     | agents.llm_contract_agent:_detect_intent_c1:244 -   -> CREATE_CONTRACT detected (type: EMPLOYMENT)
2026-01-21 05:54:09.242 | INFO     | agents.llm_contract_agent:process_message:850 - Intent: CREATE_CONTRACT
2026-01-21 05:54:16.516 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {}
2026-01-21 05:54:18.870 | INFO     | __main__:chat:91 - Chat request - Session: web-session-1768946019064, Message: Employee name: Mark Bahala, employer's name: jaedan neypes, salary: PHP 80,000, position: senior Dev
2026-01-21 05:54:23.180 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {'employer_name': 'jaedan neypes', 'employee_name': 'Mark Bahala', 'salary': '80000', 'employment_type': 'regular', 'start_date': 'January 20, 2026', 'working_hours': '4:00 PM - 10:00 PM', 'work_schedule': 'Monday, Tuesday, and Friday', 'position': 'senior developer', 'place_of_work': 'arthaland'}
2026-01-21 05:54:23.492 | INFO     | utils.docx_generator:generate:22 - Generated DOCX: C:\KontrataPH\backend\output\36568a2e.docx
2026-01-21 05:56:19.143 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: buy_sell.json
2026-01-21 05:56:19.144 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: employment.json
2026-01-21 05:56:19.146 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: lease.json
2026-01-21 05:56:19.147 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: partnership.json
2026-01-21 05:56:19.147 | INFO     | agents.llm_contract_agent:__init__:63 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 05:56:19.156 | INFO     | __main__:<module>:316 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 05:56:54.828 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: buy_sell.json
2026-01-21 05:56:54.829 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: employment.json
2026-01-21 05:56:54.830 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: lease.json
2026-01-21 05:56:54.831 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: partnership.json
2026-01-21 05:56:54.832 | INFO     | agents.llm_contract_agent:__init__:63 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 05:56:54.839 | INFO     | __main__:<module>:316 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 05:57:27.572 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: buy_sell.json
2026-01-21 05:57:27.573 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: employment.json
2026-01-21 05:57:27.574 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: lease.json
2026-01-21 05:57:27.576 | INFO     | agents.llm_contract_agent:_load_law_files:76 - Loaded law file: partnership.json
2026-01-21 05:57:27.576 | INFO     | agents.llm_contract_agent:__init__:63 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 05:57:27.586 | INFO     | __main__:<module>:317 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 05:58:37.605 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768946239229, Message: I need contract
2026-01-21 05:58:37.606 | INFO     | agents.llm_contract_agent:_detect_intent_c1:205 - Detecting intent for: 'I need contract'
2026-01-21 05:58:37.608 | INFO     | agents.llm_contract_agent:_detect_contract_type:324 -     No contract type detected
2026-01-21 05:58:37.608 | INFO     | agents.llm_contract_agent:_detect_intent_c1:244 -   -> CREATE_CONTRACT detected (type: None)
2026-01-21 05:58:37.610 | INFO     | agents.llm_contract_agent:process_message:850 - Intent: CREATE_CONTRACT
2026-01-21 05:58:43.082 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768946239229, Message: lease
2026-01-21 05:58:43.083 | INFO     | agents.llm_contract_agent:_detect_intent_c1:205 - Detecting intent for: 'lease'
2026-01-21 05:58:43.084 | INFO     | agents.llm_contract_agent:_detect_contract_type:321 -     Contract type: LEASE (matched: \blease\b)
2026-01-21 05:58:43.084 | INFO     | agents.llm_contract_agent:_detect_intent_c1:254 -   -> CREATE_CONTRACT detected (implicit, type: LEASE)
2026-01-21 05:58:43.085 | INFO     | agents.llm_contract_agent:process_message:850 - Intent: CREATE_CONTRACT
2026-01-21 05:58:46.288 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {}
2026-01-21 05:58:51.278 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768946239229, Message: • Lessor Name: Mark neypes
  • Lessee Name: JAEDAN bahala
  • Property Description: idk bla bla bla

2026-01-21 05:58:56.050 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {'lessor_name': 'Mark neypes', 'lessee_name': 'JAEDAN bahala', 'rental_amount': '3000', 'lease_duration': '9 Years', 'start_date': 'January 1, 2026', 'payment_schedule': '1st of the Month', 'security_deposit': '5000', 'utilities': '400', 'property_description': 'idk bla bla bla', 'repairs': 'none'}
2026-01-21 05:58:56.392 | INFO     | utils.docx_generator:generate:22 - Generated DOCX: C:\KontrataPH\backend\output\5ef8a656.docx
2026-01-21 06:08:01.096 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768946865817, Message: I need employment contract
2026-01-21 06:08:01.097 | INFO     | agents.llm_contract_agent:_detect_intent_c1:205 - Detecting intent for: 'I need employment contract'
2026-01-21 06:08:01.097 | INFO     | agents.llm_contract_agent:_detect_contract_type:321 -     Contract type: EMPLOYMENT (matched: \bemployment\b)
2026-01-21 06:08:01.098 | INFO     | agents.llm_contract_agent:_detect_intent_c1:244 -   -> CREATE_CONTRACT detected (type: EMPLOYMENT)
2026-01-21 06:08:01.098 | INFO     | agents.llm_contract_agent:process_message:850 - Intent: CREATE_CONTRACT
2026-01-21 06:08:08.101 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {}
2026-01-21 06:08:09.576 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768946865817, Message: Employee name: Mark Bahala, employer's name: jaedan neypes, salary: PHP 80,000, position: senior Dev
2026-01-21 06:08:13.793 | INFO     | agents.llm_contract_agent:_handle_generation_flow:928 - Extracted: {'employer_name': 'jaedan neypes', 'employee_name': 'Mark Bahala', 'salary': '80000', 'employment_type': 'regular', 'start_date': 'January 20, 2026', 'place_of_work': 'Arthaland, Bonificio Global City', 'working_hours': '4:00 PM - 10:00 PM', 'work_schedule': 'Monday, Tuesday, and Friday', 'position': 'senior developer'}
2026-01-21 06:08:13.894 | INFO     | utils.docx_generator:generate:22 - Generated DOCX: C:\KontrataPH\backend\output\d189f99e.docx
2026-01-21 06:32:09.008 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: buy_sell.json
2026-01-21 06:32:09.009 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: employment.json
2026-01-21 06:32:09.010 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: lease.json
2026-01-21 06:32:09.010 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: partnership.json
2026-01-21 06:32:09.010 | INFO     | agents.llm_contract_agent:__init__:60 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 06:32:09.015 | INFO     | __main__:<module>:317 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 06:32:16.848 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: buy_sell.json
2026-01-21 06:32:16.849 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: employment.json
2026-01-21 06:32:16.849 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: lease.json
2026-01-21 06:32:16.850 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: partnership.json
2026-01-21 06:32:16.850 | INFO     | agents.llm_contract_agent:__init__:60 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 06:32:16.854 | INFO     | __main__:<module>:317 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 06:32:21.157 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768948316500, Message: hi
2026-01-21 06:32:21.157 | INFO     | agents.llm_contract_agent:_detect_intent_c1:221 - Detecting intent for: 'hi'
2026-01-21 06:32:21.158 | INFO     | agents.llm_contract_agent:_detect_intent_c1:229 -   -> GREETING detected
2026-01-21 06:32:21.158 | INFO     | agents.llm_contract_agent:process_message:866 - Intent: GREETING
2026-01-21 06:32:25.321 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768948316500, Message: generate me contract
2026-01-21 06:32:25.321 | INFO     | agents.llm_contract_agent:_detect_intent_c1:221 - Detecting intent for: 'generate me contract'
2026-01-21 06:32:25.324 | INFO     | agents.llm_contract_agent:_detect_contract_type:340 -     No contract type detected
2026-01-21 06:32:25.325 | INFO     | agents.llm_contract_agent:_detect_intent_c1:260 -   -> CREATE_CONTRACT detected (type: None)
2026-01-21 06:32:25.325 | INFO     | agents.llm_contract_agent:process_message:866 - Intent: CREATE_CONTRACT
2026-01-21 06:32:30.864 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768948316500, Message: employment
2026-01-21 06:32:30.864 | INFO     | agents.llm_contract_agent:_detect_intent_c1:221 - Detecting intent for: 'employment'
2026-01-21 06:32:30.865 | INFO     | agents.llm_contract_agent:_detect_contract_type:337 -     Contract type: EMPLOYMENT (matched: \bemployment\b)
2026-01-21 06:32:30.865 | INFO     | agents.llm_contract_agent:_detect_intent_c1:270 -   -> CREATE_CONTRACT detected (implicit, type: EMPLOYMENT)
2026-01-21 06:32:30.865 | INFO     | agents.llm_contract_agent:process_message:866 - Intent: CREATE_CONTRACT
2026-01-21 06:32:30.865 | ERROR    | agents.llm_contract_agent:_get_required_fields:189 - Error detecting fields for EMPLOYMENT: name 'sys' is not defined
2026-01-21 06:32:36.133 | INFO     | agents.llm_contract_agent:_handle_generation_flow:944 - Extracted: {}
2026-01-21 06:32:36.133 | ERROR    | agents.llm_contract_agent:_get_required_fields:189 - Error detecting fields for EMPLOYMENT: name 'sys' is not defined
2026-01-21 06:33:12.014 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768948316500, Message: Employee name: Mark Bahala, employer's name: jaedan neypes, salary: PHP 80,000, position: senior Dev
2026-01-21 06:33:12.015 | ERROR    | agents.llm_contract_agent:_get_required_fields:189 - Error detecting fields for EMPLOYMENT: name 'sys' is not defined
2026-01-21 06:33:15.148 | INFO     | agents.llm_contract_agent:_handle_generation_flow:944 - Extracted: {'employee_name': 'Mark Bahala', 'employer_name': 'jaedan neypes', 'salary': '80000', 'position': 'Senior Developer'}
2026-01-21 06:33:15.149 | ERROR    | agents.llm_contract_agent:_get_required_fields:189 - Error detecting fields for EMPLOYMENT: name 'sys' is not defined
2026-01-21 06:33:44.475 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768948316500, Message: Start date: january 20, 2026, Place of Work: Arthaland, Bonificio Global City
2026-01-21 06:33:44.475 | INFO     | agents.llm_contract_agent:_detect_intent_c1:221 - Detecting intent for: 'Start date: january 20, 2026, Place of Work: Arthaland, Bonificio Global City'
2026-01-21 06:33:44.475 | INFO     | agents.llm_contract_agent:_detect_contract_type:337 -     Contract type: EMPLOYMENT (matched: \bwork\b)
2026-01-21 06:33:44.476 | INFO     | agents.llm_contract_agent:_detect_intent_c1:287 -   -> OUT_OF_SCOPE detected
2026-01-21 06:33:44.476 | INFO     | agents.llm_contract_agent:process_message:866 - Intent: OUT_OF_SCOPE
2026-01-21 06:34:38.497 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: buy_sell.json
2026-01-21 06:34:38.497 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: employment.json
2026-01-21 06:34:38.499 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: lease.json
2026-01-21 06:34:38.499 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: partnership.json
2026-01-21 06:34:38.499 | INFO     | agents.llm_contract_agent:__init__:60 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 06:34:38.503 | INFO     | __main__:<module>:317 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 06:34:38.548 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768948471247, Message: I need employment contract
2026-01-21 06:34:38.550 | INFO     | agents.llm_contract_agent:_detect_intent_c1:221 - Detecting intent for: 'I need employment contract'
2026-01-21 06:34:38.550 | INFO     | agents.llm_contract_agent:_detect_contract_type:337 -     Contract type: EMPLOYMENT (matched: \bemployment\b)
2026-01-21 06:34:38.551 | INFO     | agents.llm_contract_agent:_detect_intent_c1:260 -   -> CREATE_CONTRACT detected (type: EMPLOYMENT)
2026-01-21 06:34:38.553 | INFO     | agents.llm_contract_agent:process_message:866 - Intent: CREATE_CONTRACT
2026-01-21 06:34:38.553 | ERROR    | agents.llm_contract_agent:_get_required_fields:189 - Error detecting fields for EMPLOYMENT: name 'sys' is not defined
2026-01-21 06:34:41.793 | INFO     | agents.llm_contract_agent:_handle_generation_flow:944 - Extracted: {}
2026-01-21 06:34:41.793 | ERROR    | agents.llm_contract_agent:_get_required_fields:189 - Error detecting fields for EMPLOYMENT: name 'sys' is not defined
2026-01-21 06:34:53.305 | INFO     | __main__:chat:93 - Chat request - Session: web-session-1768948471247, Message: Employee name: Mark Bahala, employer's name: jaedan neypes, salary: PHP 80,000, position: senior Dev
2026-01-21 06:34:53.306 | ERROR    | agents.llm_contract_agent:_get_required_fields:189 - Error detecting fields for EMPLOYMENT: name 'sys' is not defined
2026-01-21 06:34:56.666 | INFO     | agents.llm_contract_agent:_handle_generation_flow:944 - Extracted: {'employer_name': 'jaedan neypes', 'employee_name': 'Mark Bahala', 'salary': '80000', 'position': 'senior Developer', 'start_date': 'January 20, 2026'}
2026-01-21 06:34:56.667 | ERROR    | agents.llm_contract_agent:_get_required_fields:189 - Error detecting fields for EMPLOYMENT: name 'sys' is not defined
2026-01-21 06:35:37.125 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: buy_sell.json
2026-01-21 06:35:37.126 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: employment.json
2026-01-21 06:35:37.126 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: lease.json
2026-01-21 06:35:37.127 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: partnership.json
2026-01-21 06:35:37.127 | INFO     | agents.llm_contract_agent:__init__:60 - ProperLLMAgent initialized (Ollama: ✓, Laws: 4)
2026-01-21 06:35:37.131 | INFO     | __main__:<module>:317 - Starting KontrataPH LLM API server on 0.0.0.0:5000
2026-01-21 06:35:58.729 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: buy_sell.json
2026-01-21 06:35:58.729 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: employment.json
2026-01-21 06:35:58.730 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: lease.json
2026-01-21 06:35:58.731 | INFO     | agents.llm_contract_agent:_load_law_files:73 - Loaded law file: partnership.json
